ticker,horizon,confidence_threshold,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,win_rate,profit_factor,trades,exposure,oos_accuracy,oos_accuracy_std,status
TSLA,1,0.55,0.920764648514528,0.10370426692125778,0.1551152145604459,0.7140212120795808,0.30115521206134355,-0.30453155424864364,0.34053701652402635,0.5789473684210527,1.8942482486698793,38,0.07733812949640288,0.5318859190988224,0.05942845862984743,success
TSLA,1,0.6,0.8309742059814635,0.09574528529966342,0.10182746151674707,0.9485411298925601,0.255254235788015,-0.15508210132752043,0.6173844981469356,0.6190476190476191,3.1113180059437364,21,0.03297362110311751,0.5318859190988224,0.05942845862984743,success
TSLA,1,0.65,0.8657037286697249,0.0988621753116059,0.08990306434982774,1.0930105436481972,0.17949197172014936,-0.13031660465635186,0.7586306869512748,0.8461538461538461,7.15951773229334,13,0.016786570743405275,0.5318859190988224,0.05942845862984743,success
TSLA,5,0.5,0.30076517801253044,0.04055112075465406,0.19446712976888061,0.3009313762520271,0.20130815160706678,-0.481030618989143,0.08430049804286846,0.5405405405405406,1.3496561886441232,37,0.15587529976019185,0.49336856118791605,0.08912291044895546,success
TSLA,5,0.55,0.6640210882362221,0.08002181553458954,0.1556896570018609,0.5713899488601257,0.2886877678099182,-0.36390048336508773,0.2199002727190847,0.6363636363636364,2.2204984061853823,22,0.09472422062350119,0.49336856118791605,0.08912291044895546,success
TSLA,5,0.6,0.7039688954493424,0.08390196948729267,0.1356527455012577,0.6603953668122475,0.2799773456649865,-0.22461520487354747,0.3735364644371573,0.8,3.4535449932524043,15,0.06175059952038369,0.49336856118791605,0.08912291044895546,success
TSLA,5,0.65,0.3101984432162017,0.041688377945026556,0.11168263449372534,0.4195627473510487,0.17316038627172112,-0.25420120566683657,0.16399756183558212,0.45454545454545453,1.9536335895688748,11,0.03657074340527578,0.49336856118791605,0.08912291044895546,success
TSLA,21,0.5,0.49762121012634375,0.06295646233250851,0.2282394933392471,0.3775050411803622,0.2781093672971715,-0.43498665763641875,0.14473193884749067,0.6153846153846154,2.0177340059150186,13,0.1528776978417266,0.5242103330710727,0.13014268777229338,success
TSLA,21,0.55,0.3684205450964362,0.048557577194028534,0.20237266006630575,0.3328068271773599,0.2052406315971169,-0.435447602815214,0.11151187164678081,0.8333333333333334,1.9997597103350448,6,0.1288968824940048,0.5242103330710727,0.13014268777229338,success
TSLA,21,0.6,0.13867618867997789,0.019825838035783416,0.17395501260028737,0.19890389658678412,0.11558963408202907,-0.4743826367022047,0.04179292516608097,0.625,1.307194296084451,8,0.11810551558752998,0.5242103330710727,0.13014268777229338,success
TSLA,21,0.65,0.4516506054064786,0.05795855733799815,0.1587656717742195,0.4333413001330379,0.2187895332574942,-0.4158161483184648,0.1393850565264938,0.6923076923076923,1.8718347857800992,13,0.09832134292565947,0.5242103330710727,0.13014268777229338,success
